reservation_id,customer_id,table_id,reservation_date,reservation_time,number_of_guests,reservation_status,special_request
1279,916,13,8/13/2015,17:15,1,CONFIRMED,Quiet area
1280,191,19,3/31/2015,19:00,2,CONFIRMED,Window seat
1281,1517,4,11/6/2015,16:30,8,COMPLETED,Window seat
1282,1638,7,9/17/2015,16:45,2,COMPLETED,
1283,34,4,1/4/2015,17:45,8,COMPLETED,
1284,1937,12,6/8/2015,12:45,5,CANCELLED,Birthday
1285,1333,8,11/26/2015,17:45,2,CONFIRMED,Birthday
1286,93,24,3/14/2015,14:15,5,CANCELLED,
1287,288,5,12/22/2015,18:00,2,CONFIRMED,
1288,1775,26,12/5/2015,15:30,3,CANCELLED,Quiet area
1289,859,27,3/30/2015,13:15,2,CANCELLED,Window seat
1290,1611,12,3/25/2015,11:45,2,CONFIRMED,Birthday
1291,1862,13,5/16/2015,20:30,5,CONFIRMED,
1292,1821,11,8/29/2015,11:15,1,COMPLETED,
1293,1562,18,11/3/2015,22:15,6,CONFIRMED,
1294,1838,1,4/25/2015,12:45,5,CONFIRMED,
1295,851,16,10/2/2015,18:15,8,CANCELLED,
1296,962,10,5/12/2015,13:30,8,CANCELLED,
1297,979,12,9/10/2015,22:15,2,CONFIRMED,Window seat
1298,1650,17,3/15/2015,14:00,2,CANCELLED,
1299,579,23,11/11/2015,12:15,6,CONFIRMED,Birthday
1300,674,6,12/30/2015,18:30,4,CONFIRMED,Birthday
1301,1355,14,3/16/2015,20:00,5,CANCELLED,Quiet area
1302,1627,21,4/12/2015,13:00,1,CONFIRMED,
1303,332,27,7/23/2015,16:00,3,CANCELLED,Quiet area
1304,385,16,11/18/2015,20:45,5,COMPLETED,Window seat
1305,1118,15,8/14/2015,12:30,4,CANCELLED,
1306,691,30,4/6/2015,15:30,5,COMPLETED,
1307,1369,15,6/25/2015,19:30,2,CONFIRMED,Birthday
1308,1976,14,10/6/2015,13:00,1,CONFIRMED,Quiet area
1309,247,27,10/9/2015,22:30,2,CONFIRMED,Birthday
1310,894,10,10/11/2015,12:15,8,COMPLETED,
1311,1721,7,12/15/2015,14:00,2,CONFIRMED,Birthday
1312,1153,17,9/29/2015,19:00,2,CANCELLED,Birthday
1313,1421,18,9/29/2015,13:30,3,CONFIRMED,
1314,1301,22,11/21/2015,20:15,2,CANCELLED,Window seat
1315,1758,18,4/14/2015,15:00,6,COMPLETED,Birthday
1316,1831,13,9/1/2015,18:30,6,CONFIRMED,Birthday
1317,515,1,12/29/2015,19:30,2,CONFIRMED,
1318,122,20,7/30/2015,13:15,2,COMPLETED,Window seat
1319,802,25,3/23/2015,21:45,3,COMPLETED,
1320,1709,7,6/29/2015,12:15,3,COMPLETED,Window seat
1321,253,29,10/27/2015,21:15,6,CONFIRMED,Quiet area
1322,1558,5,6/17/2015,11:00,4,CANCELLED,Birthday
1323,1581,17,11/18/2015,20:45,2,CONFIRMED,Quiet area
1324,1109,10,11/9/2015,18:15,2,CONFIRMED,Birthday
1325,1945,29,1/21/2015,17:30,4,CONFIRMED,Quiet area
1326,1795,14,12/30/2015,22:45,2,COMPLETED,Window seat
1327,182,17,11/5/2015,20:30,2,CONFIRMED,Quiet area
1328,864,27,1/30/2015,21:00,6,COMPLETED,Birthday
1329,1312,29,9/18/2015,16:45,4,CANCELLED,Birthday
1330,27,12,2/21/2015,22:45,2,CONFIRMED,
1331,1211,16,8/11/2015,21:30,3,CONFIRMED,Quiet area
1332,1243,18,9/23/2015,21:45,6,CONFIRMED,
1333,1179,4,2/18/2015,12:15,2,COMPLETED,
1334,1670,22,7/21/2015,22:00,6,COMPLETED,Quiet area
1335,1175,28,9/25/2015,11:45,8,CANCELLED,Quiet area
1336,443,22,10/18/2015,13:00,1,CANCELLED,Birthday
1337,1886,4,7/31/2015,11:45,4,COMPLETED,Birthday
1338,722,27,5/8/2015,15:45,5,CONFIRMED,Birthday
1339,1575,15,3/24/2015,14:30,4,CANCELLED,Quiet area
1340,1600,25,3/30/2015,18:00,5,COMPLETED,Birthday
1341,649,20,6/6/2015,12:00,3,CANCELLED,Quiet area
1342,1310,11,4/6/2015,17:15,8,COMPLETED,Quiet area
1343,1651,12,8/13/2015,16:15,5,CONFIRMED,Birthday
1344,389,1,10/25/2015,15:30,2,CANCELLED,
1345,1267,6,12/23/2015,12:15,6,CONFIRMED,
1346,1746,23,5/15/2015,13:30,6,CANCELLED,Birthday
1347,1887,13,7/17/2015,12:30,2,CANCELLED,
1348,461,3,8/15/2015,11:15,5,CANCELLED,Window seat
1349,54,22,9/11/2015,14:15,4,CONFIRMED,Window seat
1350,298,15,1/7/2015,15:15,3,CONFIRMED,
1351,849,16,10/12/2015,19:15,8,COMPLETED,Window seat
1352,1285,28,10/22/2015,17:30,6,CANCELLED,Birthday
1353,884,26,7/9/2015,16:15,4,COMPLETED,
1354,1963,12,12/21/2015,13:30,2,CANCELLED,Window seat
1355,198,26,9/17/2015,22:45,2,CANCELLED,Birthday
1356,1475,4,6/28/2015,22:15,3,COMPLETED,Birthday
1357,943,19,11/13/2015,18:45,1,CANCELLED,Quiet area
1358,46,3,10/14/2015,18:00,2,COMPLETED,Quiet area
1359,131,28,12/16/2015,16:00,2,CANCELLED,Birthday
1360,1941,19,1/15/2015,22:45,4,COMPLETED,Window seat
1361,1356,13,8/20/2015,15:30,3,COMPLETED,Window seat
1362,296,19,10/4/2015,21:30,6,CONFIRMED,
1363,1204,2,3/3/2015,12:00,5,CANCELLED,Quiet area
1364,1501,24,4/10/2015,14:15,2,CONFIRMED,
1365,1493,21,3/3/2015,16:00,8,CONFIRMED,Quiet area
1366,1649,19,7/28/2015,17:45,6,CONFIRMED,Birthday
1367,638,6,7/1/2015,13:45,2,COMPLETED,Quiet area
1368,534,3,7/25/2015,14:15,2,COMPLETED,
1369,1540,11,2/18/2015,19:30,8,CONFIRMED,
1370,1399,2,7/11/2015,12:15,1,CONFIRMED,
1371,670,1,7/16/2015,15:00,1,CANCELLED,
1372,1958,12,3/30/2015,14:45,2,CONFIRMED,
1373,199,7,12/16/2015,13:30,5,CANCELLED,Window seat
1374,1447,29,4/1/2015,19:15,8,COMPLETED,
1375,1916,20,10/3/2015,12:30,1,COMPLETED,
1376,1209,12,9/23/2015,13:00,2,COMPLETED,Window seat
1377,1256,20,6/22/2015,18:45,2,COMPLETED,
1378,693,22,5/7/2015,16:15,2,CONFIRMED,Quiet area
1379,86,7,7/3/2015,11:45,6,CANCELLED,
1380,1359,4,12/2/2015,16:45,2,CANCELLED,Window seat
1381,278,10,8/18/2015,14:30,5,CANCELLED,Quiet area
1382,773,13,2/12/2015,18:00,6,COMPLETED,
1383,1249,11,7/19/2015,15:45,8,COMPLETED,
1384,386,17,2/15/2015,15:15,1,CANCELLED,Birthday
1385,1095,24,1/15/2015,11:30,1,COMPLETED,Window seat
1386,1688,12,12/17/2015,17:15,1,CANCELLED,Birthday
1387,1866,22,4/20/2015,12:45,1,CONFIRMED,Window seat
1388,150,23,1/1/2016,14:45,5,CONFIRMED,
1389,93,21,7/15/2015,14:00,1,COMPLETED,
1390,1351,29,6/19/2015,13:45,3,CONFIRMED,Birthday
1391,92,30,3/21/2015,13:15,6,CANCELLED,Birthday
1392,1394,29,10/20/2015,22:30,6,CONFIRMED,Birthday
1393,852,14,7/31/2015,17:30,1,CONFIRMED,Quiet area
1394,1284,9,12/21/2015,17:00,1,CANCELLED,Quiet area
1395,145,5,11/23/2015,12:00,3,CONFIRMED,Quiet area
1396,1100,3,6/17/2015,13:30,2,CANCELLED,Quiet area
1397,584,10,10/19/2015,15:00,4,CONFIRMED,Quiet area
1398,1947,27,2/14/2015,19:45,3,CONFIRMED,Window seat
1399,961,17,9/3/2015,12:00,1,CONFIRMED,
1400,378,27,2/12/2015,22:00,6,CONFIRMED,Quiet area
1401,898,20,3/15/2015,18:00,5,CANCELLED,
1402,1574,25,4/18/2015,22:30,3,CONFIRMED,
1403,700,1,5/9/2015,13:30,2,COMPLETED,Window seat
1404,802,29,7/14/2015,13:30,1,CANCELLED,
1405,1285,8,4/10/2015,16:45,2,CONFIRMED,Quiet area
1406,1233,3,9/28/2015,15:15,3,CONFIRMED,
1407,229,11,12/17/2015,12:45,1,CANCELLED,
1408,1483,1,6/14/2015,16:00,2,CONFIRMED,
1409,13,22,7/15/2015,11:00,3,COMPLETED,
1410,1561,4,11/18/2015,11:00,3,CONFIRMED,Quiet area
1411,579,30,12/18/2015,20:45,6,COMPLETED,Window seat
1412,1255,22,5/9/2015,16:45,8,COMPLETED,Window seat
1413,459,15,3/15/2015,15:15,5,COMPLETED,Birthday
1414,754,29,1/11/2015,17:30,2,CONFIRMED,
1415,1456,15,10/5/2015,14:45,6,CONFIRMED,Birthday
1416,863,7,8/2/2015,18:45,6,COMPLETED,Quiet area
1417,692,15,6/16/2015,21:45,5,CONFIRMED,
1418,445,7,12/31/2015,14:15,3,CANCELLED,
1419,1123,12,7/29/2015,16:30,8,CONFIRMED,Quiet area
1420,223,5,10/5/2015,21:45,8,COMPLETED,
1421,409,14,4/22/2015,16:15,1,CANCELLED,Quiet area
1422,370,30,8/15/2015,11:15,6,COMPLETED,
1423,560,22,12/15/2015,20:15,2,CANCELLED,Quiet area
1424,309,19,7/30/2015,16:45,3,CONFIRMED,Window seat
1425,648,25,11/9/2015,20:00,8,CANCELLED,
1426,176,26,1/11/2015,11:00,2,COMPLETED,
1427,416,11,3/19/2015,14:30,5,CONFIRMED,Birthday
1428,1195,20,8/17/2015,18:30,5,CANCELLED,Window seat
1429,208,10,10/15/2015,13:15,4,CONFIRMED,Quiet area
1430,325,4,10/15/2015,19:45,6,CANCELLED,Birthday
1431,2000,23,2/28/2015,21:15,3,COMPLETED,
1432,278,25,7/15/2015,18:45,1,COMPLETED,Window seat
1433,1201,25,12/19/2015,16:45,1,CANCELLED,
1434,1831,6,1/11/2015,18:30,8,COMPLETED,
1435,142,29,4/1/2015,13:30,5,CANCELLED,Quiet area
1436,228,30,12/9/2015,14:30,2,COMPLETED,
1437,33,12,11/15/2015,20:45,8,CONFIRMED,Birthday
1438,394,28,9/20/2015,15:00,4,COMPLETED,Birthday
1439,107,29,11/29/2015,14:30,2,COMPLETED,Quiet area
1440,83,14,5/20/2015,22:45,5,CANCELLED,
1441,268,11,11/16/2015,11:00,1,COMPLETED,Quiet area
1442,779,7,7/18/2015,11:30,8,CANCELLED,Quiet area
1443,1645,11,9/20/2015,17:45,5,CANCELLED,Birthday
1444,1473,5,5/14/2015,19:15,5,COMPLETED,Birthday
1445,1871,9,8/19/2015,21:00,2,CANCELLED,Birthday
1446,48,28,3/7/2015,12:15,2,CONFIRMED,Window seat
1447,316,12,10/20/2015,14:00,2,CONFIRMED,
1448,1509,24,6/24/2015,20:00,1,CONFIRMED,
1449,1293,21,6/19/2015,21:00,8,CANCELLED,
1450,409,2,2/11/2015,13:00,2,CANCELLED,
1451,1622,1,12/18/2015,14:15,6,CONFIRMED,
1452,1281,13,9/29/2015,14:45,5,CONFIRMED,Quiet area
1453,961,20,5/28/2015,22:00,2,COMPLETED,Window seat
1454,163,17,4/1/2015,14:30,1,CONFIRMED,
1455,1434,19,3/5/2015,22:00,3,CONFIRMED,Window seat
1456,1549,28,4/27/2015,13:45,5,CANCELLED,
1457,1038,10,11/24/2015,15:15,6,COMPLETED,Birthday
1458,1507,27,5/4/2015,19:00,5,CANCELLED,Birthday
1459,133,10,2/1/2015,12:45,2,COMPLETED,
1460,164,20,12/12/2015,22:45,6,CONFIRMED,
1461,1430,11,12/15/2015,20:00,5,CANCELLED,Birthday
1462,924,24,7/3/2015,22:45,5,COMPLETED,Quiet area
1463,642,10,10/7/2015,22:15,8,CONFIRMED,
1464,1415,6,6/30/2015,17:45,1,COMPLETED,Birthday
1465,950,30,8/26/2015,18:15,6,CONFIRMED,Quiet area
1466,1789,14,3/13/2015,16:45,1,CANCELLED,Window seat
1467,29,13,8/11/2015,21:15,5,CONFIRMED,
1468,195,6,1/9/2015,17:45,3,CONFIRMED,Birthday
1469,45,11,9/12/2015,17:15,3,COMPLETED,
1470,390,9,9/7/2015,20:45,3,COMPLETED,Quiet area
1471,999,28,12/7/2015,11:30,2,CONFIRMED,
1472,1245,11,5/29/2015,13:15,8,CANCELLED,Quiet area
1473,853,26,9/9/2015,11:30,3,CANCELLED,Window seat
1474,1401,11,11/13/2015,17:00,4,CANCELLED,Window seat
1475,699,17,7/11/2015,22:15,4,COMPLETED,
1476,37,16,8/17/2015,16:45,2,CONFIRMED,Window seat
1477,1864,11,6/10/2015,21:45,3,COMPLETED,
1478,1431,11,4/10/2015,13:30,5,CANCELLED,
1479,1451,30,10/31/2015,20:15,3,CONFIRMED,Quiet area
1480,1824,19,1/10/2015,16:00,8,COMPLETED,Window seat
1481,167,20,9/28/2015,18:45,5,CANCELLED,Birthday
1482,798,3,4/9/2015,15:15,8,COMPLETED,
1483,458,16,11/21/2015,11:30,3,COMPLETED,
1484,1605,16,5/20/2015,16:45,2,COMPLETED,
1485,1688,29,11/27/2015,14:00,3,COMPLETED,
1486,1073,24,9/16/2015,15:15,3,COMPLETED,Quiet area
1487,611,23,5/14/2015,14:15,1,COMPLETED,
1488,162,1,7/8/2015,18:15,6,COMPLETED,Quiet area
1489,1217,18,8/16/2015,16:00,2,COMPLETED,Quiet area
1490,1447,9,11/7/2015,18:30,3,CONFIRMED,
1491,1959,5,1/9/2015,12:00,5,COMPLETED,
1492,291,16,6/11/2015,22:45,5,CANCELLED,
1493,1324,21,6/15/2015,17:15,6,COMPLETED,
1494,1319,27,5/25/2015,16:00,1,CANCELLED,
1495,1018,24,2/2/2015,12:15,2,CONFIRMED,
1496,1926,17,1/1/2016,14:00,2,COMPLETED,Birthday
1497,846,11,6/25/2015,12:45,2,COMPLETED,
1498,1315,2,7/22/2015,22:15,6,CANCELLED,
1499,919,27,3/23/2015,12:30,3,CONFIRMED,Window seat
1500,108,2,11/26/2015,22:15,1,COMPLETED,
1501,1554,2,4/30/2015,13:15,3,CANCELLED,Birthday
1502,1549,11,11/21/2015,21:45,6,CONFIRMED,
1503,1009,25,1/13/2015,21:45,4,CANCELLED,
1504,1208,2,1/19/2015,14:15,3,CANCELLED,Quiet area
1505,1438,1,2/11/2015,20:30,5,CANCELLED,Window seat
1506,312,13,10/2/2015,11:30,3,COMPLETED,
1507,328,12,4/14/2015,20:30,6,COMPLETED,Window seat
1508,805,11,3/3/2015,21:30,4,COMPLETED,
1509,420,15,4/5/2015,12:00,6,COMPLETED,
1510,410,24,10/19/2015,22:30,3,CANCELLED,Window seat
1511,740,29,8/26/2015,11:15,4,CANCELLED,Birthday
1512,635,7,1/7/2015,14:15,1,COMPLETED,Window seat
1513,1475,16,6/17/2015,18:45,6,CANCELLED,Window seat
1514,984,30,10/15/2015,20:30,8,CANCELLED,Window seat
1515,1812,3,1/1/2015,11:00,2,CONFIRMED,Birthday
1516,622,30,8/16/2015,17:15,1,CONFIRMED,
1517,1323,12,4/8/2015,17:30,3,CONFIRMED,Birthday
1518,610,14,1/18/2015,12:30,1,CONFIRMED,Birthday
1519,247,15,11/22/2015,22:00,3,COMPLETED,Window seat
1520,177,1,5/1/2015,18:30,2,COMPLETED,
1521,130,23,12/21/2015,13:15,8,CONFIRMED,Quiet area
1522,62,22,1/20/2015,18:45,6,COMPLETED,Quiet area
1523,1182,6,1/23/2015,21:00,1,COMPLETED,Birthday
1524,416,24,5/17/2015,11:30,8,CONFIRMED,Window seat
1525,1660,23,1/1/2015,21:00,8,CANCELLED,Quiet area
1526,1622,18,4/29/2015,22:00,8,COMPLETED,Birthday
1527,935,3,8/30/2015,19:15,5,COMPLETED,Birthday
1528,657,24,11/24/2015,16:45,2,CONFIRMED,
1529,958,13,6/27/2015,15:15,5,CANCELLED,Quiet area
1530,738,22,8/10/2015,12:30,6,CONFIRMED,Birthday
1531,1322,30,8/27/2015,18:15,5,CONFIRMED,Birthday
1532,1227,17,6/24/2015,19:15,2,CANCELLED,Window seat
1533,1689,27,12/21/2015,17:00,3,COMPLETED,
1534,1065,17,2/23/2015,20:00,1,COMPLETED,
1535,1515,22,4/27/2015,21:30,2,COMPLETED,
1536,1124,11,7/22/2015,19:45,5,CONFIRMED,
1537,1409,12,2/24/2015,14:45,6,CONFIRMED,Window seat
1538,1830,23,9/16/2015,12:45,1,CONFIRMED,
1539,496,23,7/27/2015,15:15,4,CANCELLED,
1540,49,27,1/9/2015,11:30,3,CONFIRMED,Window seat
1541,138,6,5/10/2015,18:00,2,COMPLETED,Birthday
1542,22,22,12/24/2015,20:30,6,COMPLETED,Quiet area
1543,623,12,8/8/2015,20:45,3,CANCELLED,
1544,1391,19,9/9/2015,11:45,1,COMPLETED,Birthday
1545,1435,1,8/31/2015,17:00,4,COMPLETED,
1546,1944,20,12/17/2015,18:00,5,COMPLETED,
1547,973,16,5/10/2015,19:00,2,CONFIRMED,Window seat
1548,932,24,7/14/2015,22:30,2,CONFIRMED,
1549,662,16,6/8/2015,19:45,1,CONFIRMED,
1550,22,14,12/17/2015,13:00,2,CANCELLED,Quiet area
1551,949,3,5/21/2015,22:45,2,CANCELLED,
1552,1430,9,9/22/2015,18:15,2,COMPLETED,Birthday
1553,82,28,5/29/2015,20:30,2,COMPLETED,
1554,1984,22,2/9/2015,14:45,2,COMPLETED,Window seat
1555,1589,1,12/1/2015,13:45,6,CONFIRMED,Birthday
1556,697,6,12/16/2015,20:45,3,CONFIRMED,Quiet area
1557,208,26,3/26/2015,13:15,2,CANCELLED,
1558,898,19,9/12/2015,16:45,1,CONFIRMED,
1559,1301,29,10/6/2015,12:45,5,COMPLETED,
1560,1142,9,12/26/2015,17:00,6,CONFIRMED,
1561,973,9,7/25/2015,19:15,5,CONFIRMED,
1562,177,1,10/20/2015,13:15,2,COMPLETED,
1563,979,12,2/4/2015,21:15,4,CANCELLED,Quiet area
1564,476,4,4/14/2015,13:30,1,CONFIRMED,Quiet area
1565,123,1,9/19/2015,11:00,5,CANCELLED,Birthday
1566,622,19,3/12/2015,16:15,1,COMPLETED,Window seat
1567,980,7,9/3/2015,14:00,8,CONFIRMED,Quiet area
1568,300,18,12/8/2015,13:15,2,CONFIRMED,Quiet area
1569,1160,17,3/26/2015,14:45,2,CANCELLED,Birthday
1570,833,8,1/31/2015,17:00,4,COMPLETED,Quiet area
1571,1376,1,7/11/2015,17:45,3,CANCELLED,Window seat
1572,982,24,11/11/2015,19:45,2,CANCELLED,Window seat
1573,1019,8,2/8/2015,17:00,4,COMPLETED,
1574,1443,18,3/16/2015,21:00,2,COMPLETED,Birthday
1575,952,13,11/29/2015,16:30,4,CANCELLED,
1576,1752,11,8/29/2015,19:45,4,COMPLETED,
1577,962,23,6/22/2015,12:45,2,COMPLETED,
1578,516,17,11/19/2015,15:30,2,COMPLETED,
1579,642,17,6/15/2015,14:15,3,COMPLETED,Birthday
1580,1061,7,12/13/2015,17:30,5,COMPLETED,
1581,1574,14,11/10/2015,13:30,3,CONFIRMED,Birthday
1582,419,23,8/25/2015,20:15,5,CONFIRMED,Birthday
1583,422,21,11/3/2015,21:30,3,CONFIRMED,Quiet area
1584,803,12,9/5/2015,22:30,3,CANCELLED,Quiet area
1585,300,18,5/11/2015,20:00,5,COMPLETED,
1586,7,13,2/4/2015,14:30,6,COMPLETED,Quiet area
1587,1047,30,10/18/2015,17:15,4,COMPLETED,
1588,1220,14,2/25/2015,18:45,8,COMPLETED,Birthday
1589,371,4,3/4/2015,16:00,2,CONFIRMED,
1590,1124,9,10/2/2015,15:15,2,CONFIRMED,Quiet area
1591,1826,7,12/5/2015,20:00,1,CONFIRMED,
1592,583,11,8/9/2015,14:15,4,CONFIRMED,
1593,1901,20,10/10/2015,16:15,4,CONFIRMED,
1594,1562,18,4/23/2015,13:45,5,CONFIRMED,
1595,1955,20,3/24/2015,12:30,1,COMPLETED,
1596,1732,4,7/28/2015,14:15,3,COMPLETED,
1597,1880,6,4/23/2015,15:00,2,CONFIRMED,Window seat
1598,892,22,10/24/2015,20:45,4,COMPLETED,Window seat
1599,1736,8,2/11/2015,17:45,2,COMPLETED,Window seat
1600,1743,24,11/11/2015,17:00,6,CANCELLED,Birthday
1601,895,7,9/26/2015,16:30,8,CONFIRMED,Quiet area
1602,1717,17,8/15/2015,20:15,6,COMPLETED,Window seat
1603,1231,23,12/24/2015,21:45,2,CONFIRMED,Quiet area
1604,644,7,6/30/2015,17:30,3,CONFIRMED,Birthday
1605,778,29,11/4/2015,18:00,3,CANCELLED,
1606,927,8,1/1/2016,11:45,2,CANCELLED,Birthday
1607,42,12,9/9/2015,17:45,6,COMPLETED,
1608,714,14,4/28/2015,15:30,4,COMPLETED,Quiet area
1609,449,6,10/27/2015,21:15,2,CONFIRMED,Quiet area
1610,1558,12,4/28/2015,12:15,1,CONFIRMED,
1611,513,23,2/10/2015,19:30,1,COMPLETED,Window seat
1612,1759,10,8/12/2015,15:15,2,CONFIRMED,Quiet area
1613,1067,10,2/4/2015,14:00,2,CANCELLED,
1614,591,19,10/8/2015,18:45,2,CONFIRMED,Window seat
1615,1235,1,12/31/2015,12:00,3,CONFIRMED,Birthday
1616,1094,27,3/5/2015,18:30,2,CANCELLED,Window seat
1617,504,5,1/5/2015,16:15,2,COMPLETED,
1618,1026,27,9/16/2015,11:45,1,CONFIRMED,Window seat
1619,320,2,3/9/2015,14:30,8,CANCELLED,Birthday
1620,932,15,3/31/2015,22:00,3,CANCELLED,Window seat
1621,138,6,7/13/2015,13:00,1,COMPLETED,Quiet area
1622,1388,17,7/22/2015,19:45,8,CANCELLED,Quiet area
1623,1611,21,11/7/2015,20:45,5,COMPLETED,
1624,342,30,9/15/2015,18:15,6,CONFIRMED,Window seat
1625,1725,3,6/2/2015,12:45,5,COMPLETED,Quiet area
1626,49,10,6/11/2015,18:15,5,CONFIRMED,Window seat
1627,922,14,10/30/2015,22:15,2,CANCELLED,Birthday
1628,292,13,1/9/2015,14:45,3,COMPLETED,Quiet area
1629,1460,13,8/27/2015,16:15,8,COMPLETED,Window seat
1630,503,14,3/16/2015,21:00,1,COMPLETED,Birthday
1631,953,2,7/17/2015,21:45,5,CONFIRMED,
1632,1682,10,9/20/2015,19:45,5,CONFIRMED,Quiet area
1633,679,3,4/10/2015,15:15,5,CONFIRMED,
1634,123,5,1/13/2015,19:15,4,CANCELLED,
1635,919,12,7/26/2015,16:45,1,COMPLETED,
1636,754,11,1/27/2015,19:00,4,COMPLETED,Quiet area
1637,1365,14,10/8/2015,22:00,1,CONFIRMED,Quiet area
1638,1499,11,11/22/2015,15:15,8,CONFIRMED,Window seat
1639,565,3,7/21/2015,14:00,6,CONFIRMED,Birthday
1640,399,1,8/3/2015,20:15,2,COMPLETED,Window seat
1641,1877,14,4/18/2015,11:00,4,CONFIRMED,
1642,1612,9,2/3/2015,14:45,8,CONFIRMED,Quiet area
1643,1371,4,8/24/2015,16:30,2,COMPLETED,Birthday
1644,1294,19,12/7/2015,16:15,5,CANCELLED,
1645,1652,17,11/1/2015,14:15,4,CONFIRMED,Quiet area
1646,673,16,9/18/2015,15:45,4,CANCELLED,Quiet area
1647,1642,2,5/12/2015,12:15,4,CANCELLED,Window seat
1648,1804,28,5/8/2015,18:15,3,CONFIRMED,
1649,846,17,7/24/2015,17:30,5,COMPLETED,
1650,1277,8,9/4/2015,21:00,2,COMPLETED,
1651,1670,14,8/10/2015,13:45,6,COMPLETED,
1652,243,11,6/7/2015,14:45,5,COMPLETED,Quiet area
1653,831,19,8/9/2015,14:30,3,CONFIRMED,
1654,689,26,3/23/2015,20:30,2,CANCELLED,Quiet area
1655,207,28,2/12/2015,12:00,2,CONFIRMED,
1656,1837,14,2/17/2015,22:15,8,CONFIRMED,
1657,67,16,3/10/2015,15:30,2,CANCELLED,Birthday
1658,83,22,3/26/2015,15:30,2,CONFIRMED,
1659,81,19,11/11/2015,11:15,2,CONFIRMED,Quiet area
1660,221,27,5/17/2015,20:30,8,CANCELLED,
1661,284,3,2/3/2015,18:30,4,CONFIRMED,
1662,1243,4,4/25/2015,22:30,8,CONFIRMED,Quiet area
1663,1362,28,3/25/2015,22:45,5,COMPLETED,Birthday
1664,602,17,12/1/2015,22:45,4,COMPLETED,Window seat
1665,1365,26,6/17/2015,14:15,4,COMPLETED,Window seat
1666,76,23,2/10/2015,11:00,2,CONFIRMED,
1667,306,15,2/7/2015,15:30,2,CANCELLED,Birthday
1668,1472,19,9/4/2015,17:45,3,CONFIRMED,
1669,1920,24,12/30/2015,14:45,4,CANCELLED,
1670,801,12,4/9/2015,16:00,2,CONFIRMED,
1671,798,27,4/6/2015,18:45,4,CANCELLED,Quiet area
1672,921,26,3/10/2015,16:45,5,CANCELLED,Birthday
1673,16,30,3/26/2015,15:45,2,CONFIRMED,Quiet area
1674,304,29,1/22/2015,13:15,5,CANCELLED,
1675,1859,16,4/14/2015,22:15,4,COMPLETED,
1676,1294,25,7/4/2015,22:30,1,CANCELLED,Birthday
1677,215,11,9/5/2015,19:15,1,CONFIRMED,Window seat
1678,1088,11,7/20/2015,19:15,4,COMPLETED,
1679,1104,15,8/22/2015,11:30,4,COMPLETED,
1680,972,14,8/2/2015,18:15,2,COMPLETED,
1681,543,8,6/3/2015,21:00,8,CONFIRMED,
1682,544,9,1/3/2015,19:15,6,CONFIRMED,Window seat
1683,490,27,7/23/2015,11:45,8,CONFIRMED,
1684,1097,26,10/7/2015,17:00,4,CANCELLED,Birthday
1685,1018,25,10/25/2015,14:30,1,CONFIRMED,Window seat
1686,1149,30,6/18/2015,13:15,6,CONFIRMED,Quiet area
1687,1325,3,5/6/2015,18:00,5,CONFIRMED,Window seat
1688,347,30,12/3/2015,15:30,4,COMPLETED,Window seat
1689,418,29,3/25/2015,16:00,6,COMPLETED,Birthday
1690,157,18,3/21/2015,12:00,2,CONFIRMED,
1691,1977,25,4/2/2015,12:45,4,COMPLETED,
1692,1047,17,3/4/2015,18:30,8,CONFIRMED,Birthday
1693,724,26,4/1/2015,17:15,2,CANCELLED,Birthday
1694,1866,24,11/14/2015,12:00,1,CONFIRMED,Window seat
1695,1070,11,12/20/2015,19:15,2,COMPLETED,Birthday
1696,1748,1,7/19/2015,17:00,5,CANCELLED,Quiet area
1697,390,7,11/14/2015,21:45,2,CANCELLED,
1698,1710,24,12/3/2015,18:45,3,COMPLETED,Birthday
1699,408,21,1/22/2015,11:45,5,CONFIRMED,
1700,36,19,12/7/2015,16:30,5,COMPLETED,
1701,175,11,3/10/2015,12:00,8,CANCELLED,Window seat
1702,1134,16,10/10/2015,22:30,8,CONFIRMED,
1703,1611,26,11/23/2015,16:15,1,COMPLETED,
1704,601,27,1/20/2015,12:00,6,COMPLETED,Window seat
1705,1671,23,7/14/2015,13:30,4,COMPLETED,Quiet area
1706,154,3,9/13/2015,15:30,5,COMPLETED,
1707,672,1,4/5/2015,22:00,4,CONFIRMED,
1708,743,20,2/28/2015,12:30,2,COMPLETED,Birthday
1709,375,29,10/23/2015,14:00,2,CONFIRMED,
1710,1724,9,10/9/2015,19:00,4,CANCELLED,
1711,1857,30,10/10/2015,21:30,4,CONFIRMED,Quiet area
1712,639,25,8/4/2015,12:30,1,COMPLETED,
1713,194,5,10/29/2015,11:00,2,COMPLETED,
1714,832,16,10/5/2015,12:30,5,CONFIRMED,
1715,168,18,6/21/2015,13:15,3,CANCELLED,
1716,1292,23,1/9/2015,18:15,2,CANCELLED,Window seat
1717,836,6,1/3/2015,21:30,3,CANCELLED,Window seat
1718,122,16,8/9/2015,14:45,3,CONFIRMED,
1719,279,10,7/27/2015,20:45,5,CANCELLED,Birthday
1720,1263,9,3/5/2015,22:45,3,COMPLETED,
1721,235,16,7/27/2015,20:15,1,CANCELLED,Birthday
1722,1181,23,4/5/2015,21:00,2,CANCELLED,Window seat
